title,system-identifier,publication-date,doi,is-conference,journal-title,journal-id-pbn,journal-id-issn,journal-id-eissn,journal-ministerial-list,journal-points,author-given-names,author-family-name,author-id-system,author-id-pbn,author-id-orcid,author-affiliated-to-unit,author-employed-in-unit
GEOMETRIC INTERPOLATION OF ENTROPY NUMBERS,f1b03170-37d8-403e-ba3f-a699109745f4,2017,10.1093/qmath/hax044,,QUARTERLY JOURNAL OF MATHEMATICS,23773,,,A,25,Radosław,Szwedek,,1480353,,TRUE,TRUE
Geometric properties of F-normed Orlicz spaces,0fc0f1a0-5b51-4728-9ed1-543a40607340,2018,10.1007/s00010-018-0615-y,,Aequationes Mathematicae,21270,,,A,25,Henryk Teodor,Hudzik,,902327,,TRUE,
Geometric properties of F-normed Orlicz spaces,0fc0f1a0-5b51-4728-9ed1-543a40607340,2018,10.1007/s00010-018-0615-y,,Aequationes Mathematicae,21270,,,A,25,Radosław,Kaczmarek,,1480356,,TRUE,TRUE
Geometric properties of Orlicz spaces equipped with pp-Amemiya norms − results and open questions,9b893f7c-ff25-4d35-89da-77df09a96b7c,2016,10.14708/cm.v55i2.1132,,Commentationes Mathematicae,28616,,,B,9,Marek,Wisła,017934,1480331,,TRUE,TRUE
Grafy losowe,ea793d2f-25fd-4d4f-99f8-31f6beabc488,2015,,,Annales Societatis Mathematicae Polonae. Series II. Wiadomości Matematyczne,44565,,,,,Katarzyna Natalia,Rybarczyk-Krzywdzińska,,1480355,,TRUE,TRUE
Gromov hyperbolicity of the Kobayashi metric on C-convex domains,27092358-125d-4dce-8c06-74b49adc8060,2018,10.1016/j.jmaa.2018.09.005,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Maria Helena,Trybuła,,3994801,,TRUE,TRUE
Grothendieck's Inequality in the noncommutative Schwartz space,897e47f6-aa7c-4038-b44a-b2f231c679bb,2016,10.4064/sm8552-6-2016,,STUDIA MATHEMATICA,24165,,,A,25,Krzysztof,Piszczek,130031,1480347,,TRUE,TRUE
Haar functions in weighted Besov and Triebel-Lizorkin spaces,568df9c7-f31d-420d-a0eb-a8055ce2f904,2015,10.1016/j.jat.2015.07.001,,JOURNAL OF APPROXIMATION THEORY,,22753,,A,30,Małecka,Agnieszka,,3916830,,TRUE,TRUE
Hadamard Multipliers and Abel Dual of Hardy Spaces,e8fe6876-506c-4f90-bbe7-072dd4322061,2016,10.1155/2016/3262761,,Journal of Function Spaces and Applications,47869,,,A,25,Paweł,Mleczko,,1480358,,TRUE,TRUE
Hadamard Multipliers on Spaces of Holomorphic Functions,cea9c9be-8967-43f7-b9f6-f4bb10923c2e,2017,10.1007/s00020-017-2369-7,,INTEGRAL EQUATIONS AND OPERATOR THEORY,28713,,,A,35,Maria Helena,Trybuła,,3994801,,TRUE,TRUE
Hadamard multipliers on spaces of real analytic functions,433bf422-abe4-4a05-8531-a434c616b922,2013,10.1016/j.aim.2013.01.015,,ADVANCES IN MATHEMATICS,21266,,,A,45,Paweł Jan,Domański,,969017,,TRUE,TRUE
Hadamard type operators on spaces of real analytic functions in several variables,71b66a1b-c340-4b51-80e9-2cf878cf44ba,2015,10.1016/j.jfa.2015.09.011,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Paweł Jan,Domański,,969017,,TRUE,TRUE
Hamilton cycles in random lifts of graphs,86a8e67b-f066-4d25-bcbf-1d0ae09ec0c4,2015,10.1016/j.ejc.2015.03.001,,EUROPEAN JOURNAL OF COMBINATORICS,,26520,,A,30,Marcin,Witkowski,206493,3980572,,TRUE,TRUE
Hamilton cycles in random lifts of graphs,86a8e67b-f066-4d25-bcbf-1d0ae09ec0c4,2015,10.1016/j.ejc.2015.03.001,,EUROPEAN JOURNAL OF COMBINATORICS,,26520,,A,30,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
Hamilton cycles in random lifts of graphs,86a8e67b-f066-4d25-bcbf-1d0ae09ec0c4,2015,10.1016/j.ejc.2015.03.001,,EUROPEAN JOURNAL OF COMBINATORICS,,26520,,A,30,Łukasz,Witkowski,D33006-DD-Mat,,,TRUE,FALSE
Hamilton cycles in the line graph of a random graph,0ae395c3-475b-42fc-bd28-43fb91ae2dc1,2017,10.1016/j.endm.2017.07.068,TRUE,Electronic Notes in Discrete Mathematics,38539,,,,,Katarzyna Natalia,Rybarczyk-Krzywdzińska,,1480355,,TRUE,TRUE
Hamilton Saturated Hypergraphs of Essentially Minimum Size,9c75b67e-ef39-4be7-b09f-6a2a660ddef4,2013,,,ELECTRONIC JOURNAL OF COMBINATORICS,,33699,,A,25,Andrzej,Ruciński,009540,1480332,,TRUE,TRUE
Height Functions for Groups of S-units of Number Fields and Reductions Modulo Prime Ideals,e48f562b-93f7-4846-9e30-5deea8a5a970,2015,10.4064/ba63-1-4,,Bulletin of the Polish Academy of Sciences. Mathematics,,26933,26933,B,13,Stefan,Barańczuk,,1480350,,TRUE,TRUE
Heisenberg and Bethe field extensions applied to magnetic rings,27adbac2-508d-4369-bcc4-b05e481590eb,2018,10.12693/APhysPolA.133.441,TRUE,ACTA PHYSICA POLONICA A,29216,,,A,15,Grzegorz Marian,Banaszak,,1480338,,TRUE,TRUE
Heisenberg and Bethe field extensions applied to magnetic rings,27adbac2-508d-4369-bcc4-b05e481590eb,2018,10.12693/APhysPolA.133.441,TRUE,ACTA PHYSICA POLONICA A,29216,,,A,15,Dorota,Blinkiewicz,,4021396,,TRUE,TRUE
Henryk Hudzik – vita et opera,6ecb943a-55ca-4107-876c-37eed460fb55,2015,10.14708/cm.v55i2.1245,,Commentationes Mathematicae,28616,,,B,9,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
Henryk Hudzik – vita et opera,6ecb943a-55ca-4107-876c-37eed460fb55,2015,10.14708/cm.v55i2.1245,,Commentationes Mathematicae,28616,,,B,9,Julian,Musialak,,,,TRUE,TRUE
Henryk Struve i Władysław Biegański – między tradycyjną a nową logiką,f213b8ef-ceb1-4814-9251-dad2827c079b,2015,,,Przegląd Filozoficzny Nowa Seria,,34897,34897,C,11,Roman,Murawski,021531,1480282,,TRUE,TRUE
Hidden variable problem for a family of continuously many spin 1 measurements,9f4f7894-72ca-4166-856d-99352f1d8d85,2013,10.1103/PhysRevA.87.022127,,PHYSICAL REVIEW A,,33077,33077,A,35,Bartłomiej,Bzdęga,,3916833,,TRUE,TRUE
Higher moments of convolutions,3948b672-d31e-47f2-9f70-7e428ca24f63,2013,10.1016/j.jnt.2012.10.010,,JOURNAL OF NUMBER THEORY,22954,,,A,20,Tomasz,Schoen,064923,1480313,,TRUE,TRUE
Highly connected monochromatic subgraphs of two-colored complete graphs,cdf12d3d-d2b3-46f6-ab23-40003cd65e69,2016,10.1016/j.jctb.2015.11.006,,JOURNAL OF COMBINATORIAL THEORY SERIES B,,25253,,A,35,Tomasz,Łuczak,,1480343,,TRUE,TRUE
Historia Zakładu Biometrii Instytutu im. Marcelego Nenckiego Towarzystwa Naukowego Warszawskiego i Zakładu Statystyki Matematycznej na Wydziale Ogrodniczym Szkoły Głównej Gospodarstwa Wiejskiego w Warszawie,9131c035-25cc-4387-9998-a720147eef9a,2013,,,Śląski Przegląd Statystyczny,,43024,43024,B,9,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Historische und philosophische Notizen über das Kontinuum,72bfd00c-4490-4779-b95d-6c7537f91acd,2017,10.1007/s00591-017-0179-2,,Mathematische Semesterberichte,29291,,,,,Roman,Murawski,,1480282,,TRUE,TRUE
Hybrid universality theorem for L-functions without Euler product,ebaa8b97-28f9-4c87-9518-f59ff10ec2e2,2013,10.1080/10652469.2012.664550,,INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,33439,,,A,25,Łukasz,Pańkowski,200016,1480364,,TRUE,TRUE
Ideals of subseries convergence and F-spaces,PX-59b6cdc3d5de6a1142690429,2017,10.1007/s00013-016-0966-3,,ARCHIV DER MATHEMATIK,21506,,,A,20,Lech,Drewnowski,,1480308,,TRUE,
Ideals with at most countable hull in certain algebras of functions analytic on the half-plane,47d80012-16ed-4df7-bb69-f740a2d5f0e0,2013,,,Boletín de la Sociedad Matemática Mexicana: Tercera Serie,,36375,,,,Andrzej,Sołtysiak,,1480298,,TRUE,TRUE
Identification of Experimental and Control Areas for CCTV Effectiveness Assessment—The Issue of Spatially Aggregated Data,ed6bee39-8aca-482c-bc53-7602a8900e88,2018,10.3390/ijgi7120471,,ISPRS International Journal of Geo-Information,54575,,,A,15,Andrzej,Wójtowicz,,3990306,0000-0003-1385-6572,TRUE,TRUE
Improved distributed local approximation algorithm for minimum 2-dominating set in planar graphs,188c7185-a6ff-489a-ab6e-8bdb5e972777,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Michał,Hanćkowiak,,1480316,,TRUE,TRUE
Improved distributed local approximation algorithm for minimum 2-dominating set in planar graphs,188c7185-a6ff-489a-ab6e-8bdb5e972777,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Edyta Barbara,Szymańska,,1480326,,TRUE,TRUE
Improved distributed local approximation algorithm for minimum 2-dominating set in planar graphs,188c7185-a6ff-489a-ab6e-8bdb5e972777,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Wojciech Maciej,Wawrzyniak,,1480362,,TRUE,TRUE
Improved distributed local approximation algorithm for minimum 2-dominating set in planar graphs,188c7185-a6ff-489a-ab6e-8bdb5e972777,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Marcin,Witkowski,,3980572,,TRUE,TRUE
Improved distributed local approximation algorithm of the minimum 2-dominating set in planar graphs.,484d09a4-3895-43a0-bd47-3b9de23f161e,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Michał,Hanćkowiak,,1480316,,TRUE,TRUE
Improved distributed local approximation algorithm of the minimum 2-dominating set in planar graphs.,484d09a4-3895-43a0-bd47-3b9de23f161e,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Wojciech Maciej,Wawrzyniak,,1480362,,TRUE,TRUE
Improved distributed local approximation algorithm of the minimum 2-dominating set in planar graphs.,484d09a4-3895-43a0-bd47-3b9de23f161e,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Marcin,Witkowski,,3980572,,TRUE,TRUE
Improved distributed local approximation algorithm of the minimum 2-dominating set in planar graphs.,484d09a4-3895-43a0-bd47-3b9de23f161e,2017,10.1016/j.tcs.2016.12.001,,THEORETICAL COMPUTER SCIENCE,27820,,,A,20,Edyta Barbara,Szymańska,,1480326,,TRUE,
In some symmetric spaces monotonicity properties can be reduced to the cone of rearrangements,0f6fbb9e-484a-4db8-b2a6-7f86c5fb4dad,2016,10.1007/s00010-015-0379-6,,Aequationes Mathematicae,,21270,21270,A,25,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
In some symmetric spaces monotonicity properties can be reduced to the cone of rearrangements,0f6fbb9e-484a-4db8-b2a6-7f86c5fb4dad,2016,10.1007/s00010-015-0379-6,,Aequationes Mathematicae,,21270,21270,A,25,Radosław,Kaczmarek,130055,1480356,,TRUE,TRUE
Independence of ℓ-adic Galois representations over function fields,25e024cc-af59-493d-9496-d74042dc30e0,2013,10.1112/S0010437X12000711,,COMPOSITIO MATHEMATICA,,21978,21978,A,40,Wojciech Jerzy,Gajda,,1480333,,TRUE,TRUE
Independence of ℓ-adic representations of geometric Galois groups,c31cfb82-653c-4aba-ae2e-65820c20cfda,2017,10.1515/crelle-2015-0024,,JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK,24848,,,A,40,Wojciech Jerzy,Gajda,,1480333,,TRUE,TRUE
Independence test and canonical correlation analysis based on the alignment between kernel matrices for multivariate functional data,5a9fad49-0797-4310-9839-88b645246902,2018,10.1007/s10462-018-9666-7,,ARTIFICIAL INTELLIGENCE REVIEW,,27384,27384,A,35,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Independence test and canonical correlation analysis based on the alignment between kernel matrices for multivariate functional data,5a9fad49-0797-4310-9839-88b645246902,2018,10.1007/s10462-018-9666-7,,ARTIFICIAL INTELLIGENCE REVIEW,,27384,27384,A,35,Waldemar,Wołyński,,923993,,TRUE,TRUE
Independence test and canonical correlation analysis based on the alignment between kernel matrices for multivariate functional data,5a9fad49-0797-4310-9839-88b645246902,2018,10.1007/s10462-018-9666-7,,ARTIFICIAL INTELLIGENCE REVIEW,,27384,27384,A,35,Mirosław,Krzyśko,,915410,,TRUE,
"Influence of pelvic rotation on pelvic incidence, pelvic tilt, and sacral slope",6803555e-13f0-4da0-95ac-f93cb9a86460,2014,10.1097/BRS.0000000000000532,,SPINE,28471,,,A,35,Dominika Barbara,Wojtera-Tyrakowska,,1480371,,TRUE,TRUE
Influence of the American Financial Market on Other Markets During the Subprime Crisis,beac1fc9-19e3-4427-991e-f01f3890f597,2013,10.2478/v10031-012-0031-8,,Folia Oeconomica Stetinensia,,43615,43615,B,11,Piotr Ryszard,Płuciennik,,3934775,,TRUE,TRUE
Infografiki - nowy trend wizualizacji informacji wspomagający procesy edukacyjne,d9c235a9-5a12-4785-a1fd-e1ddb9e11458,2018,10.15584/eti,,Edukacja - Technika - Informatyka,43221,,,B,9,Mirosława,Kołowska-Gawiejnowicz,,1480344,,TRUE,TRUE
Informatyczne technologie języka – wyzwania dla polskiej lingwistyki,b866c374-3d23-4734-aa35-6bde678a54b7,2017,,,Linguistica Copernicana,42669,,,B,13,Zygmunt,Vetulani,,1210265,,TRUE,TRUE
Informatyka jako nauka,b9d99540-626e-4467-bdbb-37c29d32c2f3,2014,,,Roczniki Filozoficzne,,43279,43279,B,14,Izabela,Bondecka,098270,1480320,,TRUE,TRUE
Inserting measurable functions precisely,3d40eed2-4d56-4be7-8c3c-f6140da5e752,2014,10.1007/s10587-014-0128-3,,CZECHOSLOVAK MATHEMATICAL JOURNAL,,22041,22041,A,15,Tomasz,Kubiak,014171,1480335,,TRUE,TRUE
Insertion and extension theorems for completely distributive lattice valued functions,fa789aca-c14f-4f8e-97ad-b760f9b1688f,2013,10.14708/cm.v53i2.801,,Commentationes Mathematicae,28616,,,B,9,Tomasz,Kubiak,014171,1480335,,TRUE,TRUE
Integral Homology of Random Simplicial Complexes,20b17bd9-47f7-48a7-ad66-3c279353fb79,2018,10.1007/s00454-017-9938-z,,DISCRETE & COMPUTATIONAL GEOMETRY,26387,,,A,30,Tomasz,Łuczak,,1480343,,TRUE,TRUE
Integrate-and-fire models with an almost periodic input function,8e521892-3f25-4c3f-b264-0e882413717a,2018,10.1016/j.jde.2017.10.025,,JOURNAL OF DIFFERENTIAL EQUATIONS,22820,,,A,45,Adam,Nawrocki,,,,TRUE,FALSE
Integrate-and-fire models with an almost periodic input function,8e521892-3f25-4c3f-b264-0e882413717a,2018,10.1016/j.jde.2017.10.025,,JOURNAL OF DIFFERENTIAL EQUATIONS,22820,,,A,45,Piotr,Kasprzak,,3916832,,TRUE,TRUE
Inteligentne systemy e-learningowe jako przykład wykorzystania sztucznej inteligencji w kształceniu na odległość,a82b7c30-b8ae-4301-93ee-ad5d34488cf6,2016,,,EduAkcja. Magazyn edukacji elektronicznej,,44935,,B,6,Jacek,Marciniak,,3934773,,TRUE,TRUE
Intelligent Information Bypass for More Efficient Emergency Management,01f7aeb2-5391-44dc-b37d-d16582598f4a,2017,10.12921/cmst.2017.0000019,,Computational Methods in Science and Technology,37438,,,B,11,Zygmunt,Vetulani,,1210265,,TRUE,TRUE
Interactive wood combustion for botanical tree models,42d05430-8d37-4484-9e75-59e2ea0ea29d,2017,10.1145/3130800.3130814,,ACM TRANSACTIONS ON GRAPHICS,29334,,,A,50,Wojciech,Pałubicki,,3984854,,TRUE,TRUE
Interactive wood combustion for botanical tree models,42d05430-8d37-4484-9e75-59e2ea0ea29d,2017,10.1145/3130800.3130814,,ACM TRANSACTIONS ON GRAPHICS,29334,,,A,50,Michał Przemysław,Jarząbek,,4145343,,TRUE,
Internal Twists of L-Functions. II,c569cd95-02f6-4a3d-bd47-6d029dbb47db,2017,10.1134/S0081543817080089,,Proceedings of the Steklov Institute of Mathematics,25001,,,A,15,Jerzy,Kaczorowski,,969486,,TRUE,TRUE
Interpolation of approximation numbers between Hilbert spaces,4036a8c3-a656-4639-847e-b008d3669486,2015,10.5186/aasfm.2015.4014,,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,,35081,,A,30,Radosław,Szwedek,124483,1480353,,TRUE,TRUE
Interpolation of Fredholm operators,507aa786-4775-4068-aafc-b4acacb7170d,2016,10.1016/j.aim.2016.03.009,,ADVANCES IN MATHEMATICS,21266,,,A,45,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Interpolation of Hardy spaces on circular domains,7773d50b-1565-42e5-ab76-a26395b31c87,2017,10.1002/mana.201600199,,MATHEMATISCHE NACHRICHTEN,23231,,,A,30,Paweł,Mleczko,,1480358,,TRUE,TRUE
Interpolation of Hardy spaces on circular domains,7773d50b-1565-42e5-ab76-a26395b31c87,2017,10.1002/mana.201600199,,MATHEMATISCHE NACHRICHTEN,23231,,,A,30,Radosław,Szwedek,,1480353,,TRUE,TRUE
Interpolation of holomorphic functions and surjectivity of Taylor coefficient multipliers,PX-58d8142ad5ded3acc6da1a69,2016,10.1016/j.aim.2016.02.028,,ADVANCES IN MATHEMATICS,21266,,,A,45,Paweł Jan,Domański,,969017,,TRUE,TRUE
Interpolation of multilinear operators acting between quasi-Banach spaces,23951b25-3576-46f3-8f89-a02732530e9b,2014,10.1090/S0002-9939-2014-12083-1,,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,21370,,,A,25,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
Interpolation of multilinear operators acting between quasi-Banach spaces,23951b25-3576-46f3-8f89-a02732530e9b,2014,10.1090/S0002-9939-2014-12083-1,,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,21370,,,A,25,Radosław,Szwedek,124483,1480353,,TRUE,TRUE
Interpolation of the measure of noncompactness of bilinear operators,abb41708-7f87-4490-84d9-4ac334b21a36,2018,10.1090/tran/7501,,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,21371,,,A,40,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Interpolative construction and factorization of operators,5759b75c-6251-4c94-8a99-67063afeebd6,2013,10.1016/j.jmaa.2012.11.036,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Radosław,Szwedek,124483,1480353,,TRUE,TRUE
Interpolative construction and factorization of operators,5759b75c-6251-4c94-8a99-67063afeebd6,2013,10.1016/j.jmaa.2012.11.036,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Mieczysław,Mastyło,027096,971105,,FALSE,TRUE
Introduction. Arithmetic Methods in Mathematical Physics and Biology. Editors of the volume,afe570b8-95ac-48a9-8b96-4decab7ebac9,2016,10.4064/bc109-0-1,,BANACH CENTER PUBLICATIONS,,42895,42895,B,14,Grzegorz Marian,Banaszak,,1480338,,TRUE,TRUE
Invariant topological complexity,a604e760-34eb-4aef-a70b-227b5244f1d1,2015,10.1112/blms/bdu090,,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,,23170,23170,A,30,Wacław Bolesław,Marzantowicz,,1480294,,TRUE,TRUE
Involutive Nonassociative Lambek Calculus: Sequent Systems and Complexity,d25f507f-fb89-46e7-ad35-50b9e2897d38,2017,,,Bulletin of the Section of Logic,25568,,,C,20,Wojciech,Buszkowski,,1480297,,TRUE,TRUE
Isomorphic scheduling problems,4a8272a7-7982-43b2-898a-b172541751e7,2014,10.1007/s10479-012-1222-2,,ANNALS OF OPERATIONS RESEARCH,,27048,27048,A,30,Stanisław Jan,Gawiejnowicz,,3934774,,TRUE,TRUE
"Iterated remainder operator, tests for multiple convergence of series and solutions of difference equations",e0595788-a64b-4bf4-addd-f2bc65f21525,2014,10.1186/1687-1847-2014-189,,Advances in Difference Equations,39571,,,A,30,Janusz,Migda,027102,1480288,,TRUE,TRUE
Joint universality and generalized strong recurrence with rational parameter,3fc3c36c-dff2-411e-96ae-06921e941add,2016,10.1016/j.jnt.2015.11.005,,JOURNAL OF NUMBER THEORY,,22954,,A,20,Łukasz,Pańkowski,200016,1480364,,TRUE,TRUE
Joint universality for dependent L-functions,865e4a73-2433-4a80-8fa4-c4ccba2c1d14,2018,10.1007/s11139-017-9886-5,,RAMANUJAN JOURNAL,36102,,,A,25,Łukasz,Pańkowski,,1480364,,TRUE,TRUE
Joint universality for Lerch zeta functions,8a3e761e-5f9e-4f19-9e1e-959e3133057f,2017,10.2969/jmsj/06910153,,JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,23228,,,A,25,Łukasz,Pańkowski,,1480364,,TRUE,TRUE
Jumps of ternary cyclotomic coefficients,57b86e6e-5381-4ae7-bec4-a3cfe2a36339,2014,10.4064/aa163-3-2,,ACTA ARITHMETICA,,24635,,A,20,Bartłomiej,Bzdęga,203420,3916833,,TRUE,TRUE
Kahane–Salem–Zygmund polynomial inequalities via Rademacher processes,a2fd8ea3-0d71-4607-a012-8a753101336f,2017,10.1016/j.jfa.2017.01.019,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Kahane–Salem–Zygmund polynomial inequalities via Rademacher processes,a2fd8ea3-0d71-4607-a012-8a753101336f,2017,10.1016/j.jfa.2017.01.019,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Radosław,Szwedek,,1480353,,TRUE,TRUE
Karolina Iwaszkiewicz-Gintowt (1902–1999),93e59892-d698-4a21-8e81-7593fd603add,2013,,,Acta Universitatis Lodziensis Folia Oeconomica,,42948,42948,B,14,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Kilka słów o dowodzie w matematyce,56fc4aad-a76b-4f9b-80ff-6cc427e0970e,2013,,,Filozofia Nauki (Philosophy of Science),,34945,,C,15,Roman,Murawski,021531,1480282,,TRUE,TRUE
Köthe dual of Banach lattices generated by vector measures,70cfa626-81dc-4829-a870-790a8610a2f2,2014,10.1007/s00605-013-0560-8,,MONATSHEFTE FUR MATHEMATIK,,23327,23327,A,25,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
Landau-type theorem for variable Lebesgue spaces,6dd9f043-698e-486a-b576-b23d734afde5,2016,10.14708/cm.v55i2.1119,,Commentationes Mathematicae,28616,,,B,9,Witold,Wnuk,066516,1480287,,TRUE,TRUE
Large values for L-functions from the Selberg class,4f1c7275-9710-474e-b077-c4ebfb697614,2017,10.1016/j.jmaa.2016.08.044,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Łukasz,Pańkowski,,1480364,,TRUE,TRUE
Leggett-Williams type theorems with applications to nonlinear differential and integral equations,dded2c01-0088-42bf-82a5-338bf73d31f3,2015,10.1016/j.na.2014.11.006,,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,,28477,,A,45,Dariusz,Bugajewski,046422,1480312,,TRUE,TRUE
Leggett-Williams type theorems with applications to nonlinear differential and integral equations,dded2c01-0088-42bf-82a5-338bf73d31f3,2015,10.1016/j.na.2014.11.006,,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,,28477,,A,45,Piotr,Kasprzak,190426,3916832,,TRUE,TRUE
Limit measures of inhomogeneous discrete-time quantum walks in one dimension,09e41a1b-e55d-448d-8658-0e196f8743c5,2013,10.1007/s11128-011-0353-8,,Quantum Information Processing,,38502,38502,A,40,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
"Limiting embeddings in smoothness Money spaces, continuity envelopes and applications",WOS:000351253600017,2015,10.1016/j.jat.2014.12.006,,JOURNAL OF APPROXIMATION THEORY,,,,,,Wen,Yuan,,,,,
"Limiting embeddings in smoothness Money spaces, continuity envelopes and applications",WOS:000351253600017,2015,10.1016/j.jat.2014.12.006,,JOURNAL OF APPROXIMATION THEORY,,,,,,Dorothee D.,Haroske,,,,,
